,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
1919,0x71882c2bdf1b93fd74918d090ae7b19b9bb39ee6d02879cd3c691f5466d1118f,3634980,1493686890,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x202c3d9a129280d8f00024d2412c45cb315bfdc2,3.000000000000000000,NULL,0x,0
1916,0x6175dc029a8c36cfb9bbe32591cebf9ff675662ed03ee850cb755457c8bb2a47,3634980,1493686890,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2a4f82b6a4869e5b2f7461a3aeae7073b98c8f57,0.010000000000000000,NULL,0x,0
1917,0xc58a847e79cfee2391fd2d235d3b44547df73ccdf237c5f90929d6d2b2a49326,3634980,1493686890,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x12f7b823d412b30a168d39c140febaef2dccc24c,1.263336480000000000,NULL,0x,0
1918,0xb1e4f55fe3c592629a6b14a1879af8cc084e55d176fb9cddaf4f55b59ff56faf,3634980,1493686890,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb26087967437c2681f93575b4d693e74c8fa55a8,3.000000000000000000,NULL,0x,0
1928,0x981e457fc2423d748b2316dade2157860844c4155656d42a673452f0413fa075,3634981,1493686897,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x0898be98d4b4cef6217df3db60d415d2e7501d45,200.000000000000000000,NULL,0x,0
1927,0xa6a08a6af37db17d175eacecb53a7cd6d18b341f2f26330dfb0786f4bc4ec288,3634981,1493686897,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x66136f84ec0251b207823ad844d73ca2037f6b74,100.000000000000000000,NULL,0x,0
1926,0x6443142d5b37bff2c13cb4dd6b68a0ef71337b696bf5a9a5cf911e226e435483,3634981,1493686897,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x507837fa54123617c193c5d98c67dd5d74a8ab5b,40.000000000000000000,NULL,0x,0
1000,0xa4ae0c7899e1517b61c63b631142b9fb07286c2c1dae020602f197018fb1b65b,3635180,1493690238,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,121.001260000000000000,NULL,NULL,0
1931,0x26b31f9d65a3ca37b18b25dcf4597cf72d436151dd4a3fd061517fdfc48888b5,3635189,1493690402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2a4f82b6a4869e5b2f7461a3aeae7073b98c8f57,105.990000000000000000,NULL,0x,0
1930,0xbf4be592aed85d0b61cc34353ed5268876c88a54f43a70ed68f4d4b65ee408ef,3635189,1493690402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa8861ef2d5f167a862f48e9b921034dc4d2f7416,15.000000000000000000,NULL,0x,0
1929,0xeba6c61b2a910c6380106352f431d482bf894acc0d75c25cdf113355f788691e,3635189,1493690402,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x05cf522cc852cd3b173d80ac4a7360a8f4c6b4c8,0.010000000000000000,NULL,0x,0
1001,0x0e506541ef9be15bde75f584fcf31e059231dbf263483db75e5f8c99308fa95c,3635493,1493695223,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,95.480220000000000000,NULL,NULL,0
1932,0x26246ef618b8c5b2ba9af6d8647a7de2139210fcb4c92cd00c5aa29f96ca7440,3635526,1493695746,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x05cf522cc852cd3b173d80ac4a7360a8f4c6b4c8,95.479800000000000000,NULL,0x,0
1002,0xe7b9e090b0c21a301ed636589ed946c63ae8e70b2514ac0718c2fb2bde7a9dce,3635621,1493697175,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,82.099680000000000000,NULL,NULL,0
1933,0x7bfd8b928c12d7226d855dd621e08d06dd8698f1bf3e1131885b26177e9843dd,3635627,1493697271,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd404f0604299bcadbf4451a9dd402b1f66647092,0.100000000000000000,NULL,0x,0
1934,0x35cc08a1c73d3e86fab4c524e214e0bcdaf950c9ecbe3282bbde57e3f03cdb50,3635627,1493697271,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x16f684c6f38eab15d973715c3cf36644d6cc6625,0.998000000000000000,NULL,0x,0
1935,0xff8cd216d4fec7aded601db668fc8ad4fc01a028a433acfe158b420c3196fa35,3635627,1493697271,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd404f0604299bcadbf4451a9dd402b1f66647092,1.000000000000000000,NULL,0x,0
1936,0xad4044fe3144dead631c8a2a957aa53f4d42852438aa90705961633799e56150,3635627,1493697271,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x45e74a02705250d5d848dcceba60617cdc0b6a5b,80.000000000000000000,NULL,0x,0
1003,0xf81de7f6bf9ba6194186fa281dfb86faafbfa4d4f98b1740d51848a8b8d60558,3635684,1493698216,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,49.900420000000000000,NULL,NULL,0
1937,0xc576439de1ba927aaf79dbac0a9842e118481d539eae9b250f584a2628b15a4e,3635694,1493698304,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x16f684c6f38eab15d973715c3cf36644d6cc6625,49.900000000000000000,NULL,0x,0
1004,0x7cd11c11d08308d879b5c27ac959f1c2426029ad666216bf6102ba2628c51720,3636574,1493712074,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.100420000000000000,NULL,NULL,0
1938,0x08ac61c01c5e1ea7ff0dd4b9bcaa1d6f55df94f4a644bef3f1541ffae463910f,3636579,1493712140,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x8c607edc11a194e94487c80b892e787b3c36c6b3,0.100000000000000000,NULL,0x,0
1939,0x5d7930264accda9f76c484bbd11baa6e5ce71dcc1a5436f73cb92e8c4c95d391,3636730,1493714509,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7e3df6203b66cd77f724e3d52f7fc9597ebf5640,1.000000000000000000,NULL,0x,0
1005,0x350792a6554b57269f176d93db40b27b6fbe60f3c3d34ea96091577acf3929e4,3636730,1493714509,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.000420000000000000,NULL,NULL,0
1006,0x5920c9eb2bffc9694dadd4fe0a0695a91c3bddf14c85cee219adf8d83ed796db,3637056,1493719522,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,112.000420000000000000,NULL,NULL,0
1940,0x52271c7cab72f41d33f7d8f74871c1d7a6a3997f8a9c90c16317821c2330234b,3637061,1493719635,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbf2c0fd7e56f40c82e354a7588159e45636b0c7f,112.000000000000000000,NULL,0x,0
1007,0x539f8d419a1c12e63c0837ce09fc603d5bf0e398124108e04788b0cfad37e3af,3637517,1493726298,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,200.000420000000000000,NULL,NULL,0
1941,0x097e792aaca03adfca6f62992e999b467aaa75c01b0e72934a79173f71f36e0b,3637553,1493726718,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x0898be98d4b4cef6217df3db60d415d2e7501d45,200.000000000000000000,NULL,0x,0
1008,0x6e1ba5c78e1a3641b249521dd90a6b5ec998bdb86aea0ea070377aedc2d3250c,3638623,1493743508,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,54.521260000000000000,NULL,NULL,0
1943,0x530c658367b20d9f3eb732f95b43fc942415c56da0f0795a18a80f9c02661451,3638646,1493743849,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x94e5d183535cd95f7cbb954097fc7efb3e3689c5,3.520000000000000000,NULL,0x,0
1942,0xbb5adc7101d36b2df35957b6321eb453dffcbad1b41c9e8badf3b01f8d55d693,3638646,1493743849,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd2ab271e1f396e3ac73a764de54a40a3467639dc,1.000000000000000000,NULL,0x,0
1944,0x1956ccc2fc1f0d95335674adf262ec56649b36c19cfbf9764ef654d4a44c98f7,3638647,1493743857,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x04fa3ad4028910b65c088f31e03464e6421189aa,50.000000000000000000,NULL,0x,0
1009,0x5392c47a0f2c9eef8b4a1d733d9c2c85506a6a94b6f5ef59db63f34c032136a9,3640626,1493773805,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,10.565629050000000000,NULL,NULL,0
1945,0x5b62d49629ee7616fbb2f9e5022d006d34554aaa1318f1a2a7f653faba413753,3640626,1493773805,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xed051757e57fadee31fc1a73c61bdd10750c45f0,0.010000000000000000,NULL,0x,0
1948,0x48e369e12db5be1ff11264d07184f59d00c22ab40c1405a0132c39b7395dc8ee,3640626,1493773805,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x01fafa7a411e4e8c40d97f228e3d5f6d2b03e09a,5.489000000000000000,NULL,0x,0
1947,0xce7f1b1f3d2048bf3a4b4d3192e0107a6bf9fdd32a3b6977d2b0dc90dea1c0f5,3640626,1493773805,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x69f61908b43769aab66c7b3250b1382c5d3f4ccd,5.000000000000000000,NULL,0x,0
1946,0x37986bd79413cd868c0ce817dbca6feaebff6b39d443887d9dbd81e6d3be5dc8,3640626,1493773805,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf741706a1c1e5835616f95d8e80c1466ddcda1b7,0.064949050000000000,NULL,0x,0
1010,0xfd48a86366ff250546f1554f8eece40b70f8b00abb7e158f7d6b6ad3063403e4,3641038,1493780388,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,4842.509860010000000000,NULL,NULL,0
1951,0xeeb6d61158f0154b096a59814eadf47c6e16f07f9d47c9920342f8e00fa095e7,3641047,1493780576,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1398ec518e3377cfa18679d67a626d409471a082,4833.806000000000000000,NULL,0x,0
1949,0xabb22139fcf4f21ee7ef212c7792fe9060b42eb9570d872195d8fc3b9495a62f,3641047,1493780576,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x6eee4e007d6c5b273167882e4cb294857262b051,0.020000000000000000,NULL,0x,0
1950,0x589f290726cf760d2d6cb40a7291f0b68870b174b7ddef2c5df2793968be9fef,3641047,1493780576,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x1dd0de9468ad85187fdca0acdd97376c49483b2f,8.682600010000000000,NULL,0x,0
1952,0xad423080858dfeab5224f11495dd516108a9903affecd62895e3618be6aa6c76,3641408,1493786113,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd5366e9bf436a590cf1a1f8aacab80708c085244,0.004574170000000000,NULL,0x,0
1011,0xd66a3a92bcf72aed40f2d28de702007e1a33c2048f62138fa7bcbb6d9af051ea,3641408,1493786113,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,20.005414170000000000,NULL,NULL,0
1953,0x7f23e5d4aa8f598c995e363fd8cd1da735e5aa10744d7f238270dde3f35c3429,3641408,1493786113,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb07583dd158edacaef11a2da7db5e24a611a1fa0,20.000000000000000000,NULL,0x,0
1012,0x5958a9c2784feac437dbf3e3e49a95c5ef0144f7646536166477ae9dadabafa3,3642862,1493808248,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,77.761260000000000000,NULL,NULL,0
1955,0x2aecc3cb41902142d9976a628a5e85b7dd355d7a35a081e9c54f83034c5788e8,3642868,1493808362,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xab056397b8f2a7e8d95381465d0ada221e096d79,0.210000000000000000,NULL,0x,0
1954,0xa350652a296fb67f7ed2a07b05a28cad6291cc70f0d6ff6a19837e100b35a35f,3642868,1493808362,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x71341791b3293ee7561396cf509aec756ac9b6d0,0.120000000000000000,NULL,0x,0
1956,0x1db2a04f89b0a51852ddae01f087cf6bd6c097fce76a00f71da171819ce458ae,3642868,1493808362,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa762aaa243186368ce1ef046eab37e5e733e7254,77.430000000000000000,NULL,0x,0
1013,0x4c1c1c3802aba334bb8ee049bd93f8f8b165184a1ced2ca512ad1a3f76bb3e0f,3643814,1493822753,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,18.137913370000000000,NULL,NULL,0
1958,0xf9bb85039e453ace6d6b7510ee091450ec10780bb524f124a616a23e4eed0875,3643814,1493822753,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbee8e6c925bb0c858b2eeda6b57a2bccb3c85439,8.000000000000000000,NULL,0x,0
1959,0x4f47a54c3af1cfda9129ec44595d3a73832f522784352d593380791529fe74c2,3643814,1493822753,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb92c4fdc29b119cdde5c6fa5d852d5e3fa3c0df6,10.000000000000000000,NULL,0x,0
1957,0xb0a8635057d2a19a4f2786822b46c43377ed912efd2e8109102e9c8bb4ef847d,3643814,1493822753,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7014c98449e2315fedf45f94e118ca62131ddebd,0.136653370000000000,NULL,0x,0
1014,0x444995140f6f97d375d8fe49fcc92b85d1d465c9501816d9c6e0ab4c690374fb,3646680,1493866687,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,924.358872240000000000,NULL,NULL,0
1964,0xb194940cc9e392ad5e9f759a42fec1fe68657b438a042c95f6e5421c83f3d09a,3646686,1493866751,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf7e36c8705e7adea9db858923a30878793f952a3,1.000000000000000000,NULL,0x,0
1963,0x4a62c44e8ca01bd0b776f6ee60c5a4c171792ec06f4462c6841396f8dba999ae,3646686,1493866751,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xba9d39179e17413bcfbb2afa450cdbd55b8cd594,1.000000000000000000,NULL,0x,0
1961,0x5c624cf1cba34292ec560a9651b25bd38c940bb92aac837cf0b0d524119fba57,3646686,1493866751,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5b7e5ac3ef154e39585014a3ca6d32c10c5381fb,0.350000000000000000,NULL,0x,0
1960,0xbf5c3e6228d15f2ba4152865322acfe05d6a4be9a521d8339d59d3d13ee3fa34,3646686,1493866751,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5bfd93b2bdbe02d11e12026ce9a08f32ff652d38,0.008000000000000000,NULL,0x,0
1962,0x95a0073e9e3771cb5de40853eaa88895e3079a1e82c9b63d8063deaee21a0690,3646686,1493866751,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x9a514cd870557f20a68cfff131bd77786488179f,0.571412240000000000,NULL,0x,0
1970,0xfa1bd6b72d82048381b0cc258e6a607dda7e66eb6d9ad6389f3a7e830f9ec934,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xe86b6ece52b2d75514ad0308169e864fda497462,110.000000000000000000,NULL,0x,0
1965,0x766af5fc432ef59ab2997dd81393e1cbc84ab0d50a2d9e184af8d2c6f7276456,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa6644cbabab84957e1370071e3262e2d42dd1d3f,5.000000000000000000,NULL,0x,0
1966,0x77f981855040d535d6e2b1cce62b16cd389e19c38b1328c37e4b59344f6fc58f,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xb92c4fdc29b119cdde5c6fa5d852d5e3fa3c0df6,10.000000000000000000,NULL,0x,0
1967,0x6c606cfde9c25c2d7fe9d14823bc2c05a1dce8dce0ddff15489b9910cc73ead2,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xcd9715ab8981b276e4014aeb1acfd4b865e47aef,47.904000000000000000,NULL,0x,0
1968,0x1f1fe5f6b8f28af51f05cf6c9ac67dd19f43321cb650af4be00866213ebf73f9,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x54532e1ace9e5d0396ca88b7947aa74c35252e4e,50.000000000000000000,NULL,0x,0
1969,0x3c17b1b60e7ac7598373657c341d61a71451622d0eae0f111db2f46298a56e36,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x215a2a56984df578603f6f9f5a46750efb356894,61.200000000000000000,NULL,0x,0
1971,0x601c76065b2fecadb62ca270a4b4b060080bb576693c56d28631cb40128b5f30,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbc090bd1fbb90f0fe65b6453ace9dba1e1e830c7,300.000000000000000000,NULL,0x,0
1972,0x6f6c86daff3f1f7c1346bdf6050d1c64f4bcc1489e9e43f8a5f1502c7c4d9049,3646688,1493866802,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xd2ab271e1f396e3ac73a764de54a40a3467639dc,337.320000000000000000,NULL,0x,0
1015,0x3ad32d670d49d3a81df486171dc120c4c98e6a1b36f3c537f86d2edae070711f,3647086,1493872860,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,82.000840000000000000,NULL,NULL,0
1974,0xa08167b2d74002e5c72f3d765c9a11febdc6158bf7ac45d54c872a38789303b6,3647089,1493872933,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x9a514cd870557f20a68cfff131bd77786488179f,81.000000000000000000,NULL,0x,0
1973,0x89045a8ef0374307d528fcd3d78fb3a98836ed9dd07f98372170e24a50542363,3647089,1493872933,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xaeae5b50d4dc29ec06d82a49f5d92357d515fba5,1.000000000000000000,NULL,0x,0
1016,0xa13ec9bf2b864f6ad88d5eed3de6ca329cc44c95fbd7be04e5062332233f7f51,3647259,1493875943,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1053.240840000000000000,NULL,NULL,0
1975,0x4c8919b151a3e3690551ccd6d83a2a69e86f3bd049f0bd066ed7905f754a2901,3647265,1493876017,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa652b556ce519b064894a846706d3529aab9c563,150.000000000000000000,NULL,0x,0
1976,0xc5933f764ece2eddcb8653ee1acf9b1bdb59fa700bbdde61e1b08f97109f0df2,3647265,1493876017,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xaeae5b50d4dc29ec06d82a49f5d92357d515fba5,903.240000000000000000,NULL,0x,0
1977,0xc02918af89bf03bb5523a0fe458919bd7ae986bf57b8ee5e8f0e1f4bafccce30,3647297,1493876490,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5b7e5ac3ef154e39585014a3ca6d32c10c5381fb,2.648072510000000000,NULL,0x,0
1017,0x515ca0f7d60627feb2cb4f82d286b643249d7c435cb9ebdf8a2c0943e1915585,3647297,1493876490,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.648492510000000000,NULL,NULL,0
1018,0x3329c5ccbfde2fbc590c67eb268772a6204882f07cd5755b8a00982db55020de,3647589,1493881332,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,411.671271120000000000,NULL,NULL,0
1983,0x7a4bc12f50ce29ad342e0ba20c224fe2f6631d4ef3ac235e0d53be359e44cebf,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7e3df6203b66cd77f724e3d52f7fc9597ebf5640,204.081351120000000000,NULL,0x,0
1982,0x0e01b4afc107773a9d6e608c0d6fb0f4836b79c9ea05acc8129fbad29213faff,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa27f9f973059ed889f0625a7024450277f31816c,200.000000000000000000,NULL,0x,0
1981,0x8445aa920b572c7af5e4bc5daf348bc1522108479378db5a4fdaa47b46eba567,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2b94696fd5b8007e1ce1552472127e2f560e19ef,5.000000000000000000,NULL,0x,0
1980,0xbcc67cdee457499a30f3cd74dbf68ce5d57121210743e5b36e570ba459dfe7d7,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbdd7e4165f56002a189b6853a30daeb14fc12013,2.095800000000000000,NULL,0x,0
1979,0xd9e9935bd9005ed0bab4b50c78753fa59c67b9da6400a7dc2ff3ff25b0d00ad0,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc069b19c821edd6690411654fbb70f458559bd6a,0.400000000000000000,NULL,0x,0
1978,0x1b8ee250cbd9cee38c37d02cfd9f4f59465b5dc34594faae41c73994a1d9bc2f,3647592,1493881371,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x11604a4e849b9d4c6a459a6c69938fc9bc4054db,0.091600000000000000,NULL,0x,0
1019,0x8e80574eb12163ebcba66beeda96af2c9adf11fd6bc26c08ab6395f235bf8b35,3647874,1493885817,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,122.530840000000000000,NULL,NULL,0
1985,0xd756f6419ecac5509ae5ee74f9b4c8b6f3224e2e5e42d05ec7df3d8710c052c2,3647877,1493885862,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x5bfd93b2bdbe02d11e12026ce9a08f32ff652d38,117.520000000000000000,NULL,0x,0
1984,0x9416c4b472944c916dc9b7ff56fe102582480cd579aeb4725c0c0ded9524953e,3647877,1493885862,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x59062813eb5c323b044b1a9d60a5ee44cf6bbeb9,5.010000000000000000,NULL,0x,0
1020,0xc3f0c98494f6658339b184b683317282e6305e443a8e12a3824871ef9d86651a,3649253,1493906461,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,518.941820000000000000,NULL,NULL,0
1987,0x9d844839fd88c85988123c21f8e56a3377c7200422431af7e33c0d66098e03ae,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x33dc00f14775c9da1f982d61414ea8c2d549b178,1.000000000000000000,NULL,0x,0
1996,0xdaf502e48fcd50935c8ba64a169d20eebffc8ebf17e8bdbb961ed540c0a41985,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x54532e1ace9e5d0396ca88b7947aa74c35252e4e,200.000000000000000000,NULL,0x,0
1995,0x81752fc825c79a727b21b4b0fc18f4dfb18c9a93fb28d7aad341feb4939e58be,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x0898be98d4b4cef6217df3db60d415d2e7501d45,100.000000000000000000,NULL,0x,0
1994,0x85e914d7ae7159cff5180f0efdb94b7be6642c5cd8dbdcecd934c825d6f4cf8d,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xa6d8acf67107ab3f87cb9b066efc378d2c4c131d,84.000000000000000000,NULL,0x,0
1986,0x1521c8caf39b361c9b3dceb3b38f9d4a8f73a03aaecfa8a622d8767cc8530a01,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x38dcaa1d0f343da7a1a5b8d3ff54ab2513f78a86,0.980000000000000000,NULL,0x,0
1992,0x0b05aa75f22488ea6a2cbae0f3678c227102508552d13ed01166fb72f9e8e218,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xbf8a01082eab41091a9138145b1b280268184677,30.000000000000000000,NULL,0x,0
1993,0x8bbd02d7425d952c8f4fac73e04fa5955bc0cecadb7abb3897f9a9a6f5f3087e,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xfbbc7e37b5415f543757e6aa0b6fe98893ee3271,50.000000000000000000,NULL,0x,0
1988,0xfcc725dc0a22107d86f090ee8bafd10bded38e8317821f6c704015297c09d283,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x82e060c224c9010053706e8783e052671aa6358c,3.000000000000000000,NULL,0x,0
1989,0x02af1fb483e30daa4efe4522fea5d9270dc3120861d2114735a51f1a754647a2,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x66b266a8695a28c4a0b7373fee8353c15b9c15c4,5.000000000000000000,NULL,0x,0
1991,0xc908ced05897e4e54525069c5a15a099c3721c4fc95a59716c08bc3d7d310062,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7b2579d060f33521548296e5efc7d9254efa1e7d,23.957200000000000000,NULL,0x,0
1990,0xbb6209c5766577b7774696421e7883e65431f56c093cb41d2edf0de27653c417,3649256,1493906518,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x7d4b247b78c3b60c41a82d9ddf76d1dd1350adb4,21.000000000000000000,NULL,0x,0
1021,0x9400f48245767dd45f2671aaaac21f9f00733678d68ae7ff2613c54ee47768dc,3651954,1493946850,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1075.936377470000000000,NULL,NULL,0
1998,0x72fd85e3f010ebd5d4acbba8e22c5eb3a3b9ed3e513aced2ff52329e2d78990c,3651957,1493946906,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xf74a92f08efb9a4affd61e50f4c6a5de1bc421f0,0.015628600000000000,NULL,0x,0
1999,0x21a4acb8e6609c67ebf80f08a0cd2b9f8ea5d1f6595aaa6df39ec46d45d0a1fa,3651957,1493946906,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xc04670f4b309217c7cb1315d2f7100694b4873eb,0.100000000000000000,NULL,0x,0
2000,0x158396d5fb3ea6e497ab67e0961bb48f2e936a78359a1f0f7bb3d8e1401eef98,3651957,1493946906,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x2d161b952ccd8e9f5b9149923e01f9aca070a665,0.500000000000000000,NULL,0x,0
2001,0x3ca2f8848551b53c66a2d98830e836016822c8f23acc98e77421630df18a3abd,3651957,1493946906,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0x515e2e3c92b852fe5c6ec690d8341bd5b1990f13,0.990000000000000000,NULL,0x,0
2002,0xee469967ed590ea7a95554053b3d4eaf5e4693afc8b8871b26681ec70245bc2b,3651957,1493946906,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0xdea87eae4ff58d34431c50399c3f6db243d2e885,8.303200000000000000,NULL,0x,0
